Bal,Brick,Distance,District,Floor,Kitsp,Livesp,Metrdist,N,New,Nfloors,Price,Rooms,Tel,Totsp,Walk
,,3.7777362893863105,CAD,10,,59.0,4.0,491,0,12.0,14500000,3,,59.0,1.0
1.0,1.0,3.42571434994082,CAD,5,8.0,39.0,8.0,492,0,6.0,14500000,2,1.0,65.0,1.0
1.0,1.0,4.745328617293192,CAD,3,6.0,26.0,10.0,493,0,8.0,14500000,2,,43.0,1.0
1.0,1.0,4.060755485340341,CAD,8,,42.7,7.0,494,0,10.0,14518000,1,0.0,42.7,1.0
0.0,1.0,4.339458902526838,CAD,5,,0.0,13.0,495,0,21.0,14661025,2,1.0,45.7,1.0
1.0,1.0,5.0284094335628735,CAD,6,15.0,30.0,10.0,496,0,20.0,14700000,1,1.0,50.0,1.0
1.0,1.0,5.0284094335628735,CAD,6,15.0,30.0,10.0,497,0,22.0,14700000,1,1.0,50.0,1.0
,1.0,4.037378447927592,CAD,1,7.5,36.0,3.0,498,0,5.0,14700000,3,1.0,65.0,1.0
0.0,1.0,4.094604567361659,CAD,8,,42.8,3.0,499,0,10.0,14723200,1,0.0,42.8,1.0
,1.0,4.060755485340341,CAD,9,,0.0,5.0,500,0,10.0,14723200,1,,43.0,1.0
1.0,1.0,3.347709960781447,CAD,5,10.0,30.0,12.0,501,0,11.0,14790000,2,0.0,55.0,1.0
1.0,1.0,2.561433234980412,CAD,19,20.5,10.9,10.0,502,1,19.0,14837900,1,,45.1,1.0
1.0,1.0,3.692947824718997,CAD,4,6.0,24.5,5.0,503,0,10.0,14850000,2,,43.0,1.0
,,2.594899316459456,CAD,2,,0.0,7.0,504,1,7.0,86132500,4,,132.0,1.0
,1.0,4.158010482401364,CAD,9,,0.0,10.0,505,0,12.0,142034133,3,1.0,146.0,1.0
,1.0,2.3114182186111534,CAD,2,,0.0,10.0,506,0,6.0,357034700,4,1.0,249.0,1.0
1.0,1.0,2.4478992405706332,CAD,6,8.0,23.0,5.0,507,0,6.0,14900000,2,,42.0,1.0
,0.0,5.11192526262366,CAD,2,10.0,20.0,15.0,508,0,11.0,14900000,1,0.0,44.0,1.0
1.0,1.0,2.980990875221415,CAD,5,10.0,36.0,5.0,509,0,5.0,14900000,2,,65.0,1.0
,0.0,2.4969438237948713,CAD,6,9.0,34.0,2.0,510,0,8.0,14900000,2,,62.0,1.0
1.0,1.0,2.561433234980412,CAD,18,20.3,16.4,10.0,511,1,19.0,14961100,1,,46.9,1.0
1.0,1.0,3.224821743990725,CAD,2,5.1,32.2,8.0,512,1,11.0,14968983,2,,48.2,1.0
,1.0,4.148643537010089,CAD,12,7.0,34.0,1.0,513,0,12.0,15000000,2,,55.0,1.0
,1.0,3.3563398628953385,CAD,2,12.0,31.0,5.0,514,0,13.0,15000000,2,,53.0,1.0
2.0,0.0,2.6601838292099154,CAD,4,9.0,46.0,3.0,515,0,5.0,15000000,3,0.0,66.2,1.0
1.0,,2.88132279061492,CAD,1,10.7,19.6,3.0,516,0,12.0,15000000,1,1.0,46.4,1.0
1.0,1.0,4.126434807126102,CAD,3,9.0,52.0,10.0,517,0,5.0,15000000,4,,72.0,1.0
1.0,1.0,5.058893019492733,CAD,7,19.0,40.0,,518,0,9.0,15000000,3,1.0,59.0,
1.0,1.0,3.835855279240845,CAD,11,9.0,30.7,9.0,519,0,12.0,15000000,2,1.0,51.1,1.0
1.0,1.0,3.715396969331758,CAD,9,9.0,18.0,10.0,520,0,13.0,15000000,1,1.0,39.0,1.0
,1.0,4.053447401245967,CAD,2,,50.0,6.0,521,1,8.0,15125860,3,,85.3,1.0
1.0,1.0,1.4755593247498158,CAD,1,12.5,18.0,8.0,522,0,9.0,15200000,1,,50.0,1.0
1.0,1.0,4.314325107591777,CAD,3,8.0,48.0,2.0,523,0,5.0,15200000,3,1.0,70.0,1.0
1.0,1.0,4.387086808777206,CAD,4,16.0,55.0,2.0,524,0,5.0,15200000,3,0.0,80.0,1.0
,1.0,4.3857062440327415,CAD,16,,53.2,,525,1,19.0,15238200,3,,69.9,
1.0,1.0,2.561433234980412,CAD,17,25.4,13.6,10.0,526,1,19.0,15317400,1,,52.1,1.0
,1.0,1.7509235061715505,CAD,3,7.0,30.0,4.0,527,0,8.0,15400000,2,,46.0,1.0
1.0,1.0,1.7509235061715505,CAD,3,7.0,30.0,3.0,528,0,8.0,15400000,2,1.0,46.0,1.0
1.0,1.0,2.635862332095163,CAD,2,6.4,46.0,6.0,529,0,5.0,15400000,3,1.0,64.0,1.0
0.0,1.0,3.191673685902122,CAD,7,,0.0,5.0,530,1,7.0,15422644,1,,38.3,1.0
1.0,1.0,3.347709960781447,CAD,4,9.2,34.3,5.0,531,0,12.0,15450000,2,0.0,56.8,0.0
,,3.7760697128580945,CAD,7,,0.0,7.0,532,0,11.0,116183340,3,,138.5,1.0
,1.0,2.843620410532411,CAD,3,8.0,16.0,3.0,533,0,8.0,12900000,1,1.0,32.0,1.0
1.0,,3.919881237416631,CAD,3,9.0,33.0,5.0,534,0,12.0,18000000,2,1.0,55.0,1.0
,1.0,3.3792378501325198,CAD,3,11.7,41.5,9.0,535,0,6.0,15490000,2,0.0,64.3,1.0
,1.0,1.093769757673568,CAD,2,7.0,27.0,4.0,536,0,10.0,15500000,2,1.0,37.0,1.0
,1.0,1.4001491162900954,CAD,1,10.1,37.0,4.0,537,0,3.0,15500000,3,1.0,60.1,1.0
0.0,1.0,3.027867403169403,CAD,2,12.0,39.0,5.0,538,0,7.0,15500000,3,1.0,68.0,1.0
1.0,1.0,2.3723890747126033,CAD,6,,40.0,10.0,539,0,9.0,15500000,2,,50.0,1.0
,,4.179853951477886,CAD,5,15.0,55.0,6.0,540,0,5.0,15500000,3,0.0,78.0,1.0
0.0,1.0,1.093769757673568,CAD,2,4.0,30.0,3.0,541,0,12.0,15500000,1,0.0,37.0,1.0
,1.0,4.641831854556667,CAD,4,8.5,38.2,5.0,542,0,6.0,15500000,2,,56.0,1.0
,,2.386616580607019,CAD,7,10.0,40.0,3.0,543,0,7.0,15500000,2,0.0,50.0,0.0
1.0,1.0,3.347709960781447,CAD,10,10.0,30.0,12.0,544,0,11.0,15500000,2,0.0,55.0,1.0
,0.0,2.386616580607019,CAD,7,7.4,31.7,3.0,545,0,8.0,15500000,2,1.0,50.2,1.0
1.0,,3.9181246045521667,CAD,4,9.0,49.8,5.0,546,0,8.0,15500000,3,1.0,68.9,1.0
0.0,1.0,3.3105299882526587,CAD,1,9.0,60.0,10.0,547,0,6.0,15500000,4,1.0,94.0,1.0
1.0,0.0,2.582046820749576,CAD,4,10.8,29.7,6.0,548,0,7.0,15500000,2,1.0,56.2,1.0
1.0,,2.5972009333862736,CAD,9,8.0,30.0,10.0,549,0,17.0,15550000,2,0.0,45.0,1.0
,,3.224821743990725,CAD,2,,0.0,8.0,550,1,7.0,15558049,1,,45.6,1.0
,1.0,3.5266185501230325,CAD,8,9.1,33.5,7.0,551,0,14.0,15600000,2,1.0,54.0,1.0
,1.0,3.1715082179988947,CAD,3,8.0,31.9,5.0,552,1,7.0,15638200,1,,38.9,1.0
,1.0,2.221385087329601,CAD,3,8.0,32.1,10.0,553,1,8.0,15680000,1,,39.2,1.0
,1.0,2.531132091721027,CAD,3,10.0,25.0,12.0,554,0,8.0,15680000,1,,39.2,1.0
,0.0,2.6892496849428857,CAD,4,7.7,43.0,6.0,555,0,8.0,15700000,3,1.0,65.0,1.0
1.0,1.0,2.561433234980412,CAD,2,14.5,32.7,10.0,556,1,19.0,15727500,2,,67.5,1.0
,1.0,4.060755485340341,CAD,2,8.0,41.3,5.0,557,1,9.0,15752100,2,,58.1,1.0
1.0,1.0,4.0606532783760185,CAD,2,,45.0,7.0,558,0,5.0,15752100,2,,58.1,1.0
1.0,1.0,3.9920768493890355,CAD,4,,0.0,9.0,559,1,13.0,15777174,1,,51.7,1.0
,,4.917478007633821,CAD,11,9.5,31.0,10.0,560,0,12.0,10000000,2,1.0,51.0,1.0
1.0,1.0,3.3520001333887777,CAD,7,25.0,200.0,8.0,561,0,11.0,174275010,mult,1.0,287.0,1.0
,1.0,2.9325408393085675,CAD,14,,176.3,14.0,562,0,22.0,86000000,4,,176.3,1.0
0.0,1.0,3.191673685902122,CAD,2,,0.0,5.0,563,1,6.0,15799301,1,,45.8,1.0
1.0,1.0,2.434049549095437,CAD,4,7.6,44.7,3.0,564,0,7.0,15800000,3,1.0,67.7,1.0
1.0,1.0,2.561433234980412,CAD,5,14.5,32.7,10.0,565,1,19.0,15802050,2,,67.1,1.0
,1.0,3.504337460706624,CAD,7,6.0,42.0,5.0,566,0,9.0,15813844,2,,55.0,1.0
,,3.224821743990725,CAD,3,,0.0,8.0,567,1,7.0,15839192,1,,39.4,1.0
0.0,,4.656343875859484,CAD,11,6.1,21.3,10.0,568,0,12.0,15900000,1,1.0,40.0,0.0
1.0,1.0,3.284794468657385,CAD,6,9.0,34.0,5.0,569,0,12.0,15900000,2,,55.0,1.0
1.0,1.0,4.729817183363904,CAD,2,10.0,43.0,7.0,570,0,12.0,15900000,3,1.0,70.0,1.0
1.0,1.0,2.274883483322143,CAD,3,8.0,18.2,6.0,571,0,10.0,15900000,1,1.0,37.0,1.0
,1.0,3.1715082179988947,CAD,5,8.0,37.6,5.0,572,1,7.0,15937100,1,,45.8,1.0
,,2.2740820685292067,CAD,1,6.0,43.0,7.0,573,0,7.0,15950000,2,,58.0,1.0
0.0,1.0,3.191673685902122,CAD,2,,0.0,5.0,574,1,7.0,15992191,1,,42.1,1.0
1.0,1.0,2.565006480163186,CAD,5,10.0,20.0,12.0,575,0,8.0,16000000,2,1.0,40.0,1.0
,0.0,2.4119691223602397,CAD,6,9.0,20.0,3.0,576,0,16.0,16000000,1,,35.0,1.0
,0.0,6.165328810544458,CAD,2,10.3,45.5,14.0,577,0,17.0,16000000,3,1.0,72.0,1.0
2.0,0.0,3.42693594115458,CAD,3,8.3,40.0,9.0,578,0,12.0,16000000,3,0.0,66.0,0.0
,0.0,2.8879292859156065,CAD,1,8.5,54.0,8.0,579,0,5.0,16000000,3,1.0,78.0,1.0
,1.0,3.7837614318740154,CAD,2,10.0,52.0,8.0,580,0,5.0,16000000,3,1.0,86.0,1.0
,1.0,3.221234390595253,CAD,2,8.0,54.0,5.0,581,0,6.0,16000000,3,1.0,75.0,1.0
,1.0,1.4457847833914452,CAD,4,7.0,18.5,9.0,582,0,6.0,16000000,1,0.0,33.5,1.0
0.0,1.0,1.093769757673568,CAD,8,6.0,32.0,1.0,583,0,10.0,16000000,1,0.0,48.0,0.0
,1.0,5.1484065490269675,CAD,14,,41.0,6.0,584,1,77.0,16000000,2,,61.0,1.0
0.0,1.0,2.358673530521204,CAD,4,,0.0,13.0,585,1,5.0,16110000,2,,35.8,1.0
0.0,1.0,3.191673685902122,CAD,4,,0.0,5.0,586,1,7.0,16123224,1,,39.3,1.0
1.0,1.0,3.9931098777130294,CAD,4,12.8,17.9,5.0,587,1,13.0,16135531,1,,52.2,1.0
,1.0,2.346105469918024,CAD,10,5.0,19.0,3.0,588,1,12.0,13650000,1,,26.0,1.0
,0.0,1.0425928815205254,CAD,2,7.0,34.0,4.0,589,0,3.0,18000000,2,,48.0,1.0
1.0,1.0,1.6444410783892194,CAD,2,15.0,79.6,3.0,590,0,6.0,45000000,4,1.0,129.6,0.0
1.0,1.0,4.1917428766825715,CAD,8,7.0,29.0,7.0,591,0,8.0,16136575,2,1.0,44.0,1.0
1.0,1.0,4.1917428766825715,CAD,8,7.0,29.0,7.0,592,0,8.0,16228850,2,1.0,44.0,1.0
0.0,1.0,3.191673685902122,CAD,4,,0.0,5.0,593,1,7.0,16147815,1,,39.4,1.0
1.0,1.0,3.9931098777130294,CAD,3,12.8,17.9,5.0,594,1,13.0,16171878,1,,52.5,1.0
,1.0,2.5397205067448754,CAD,6,6.0,18.1,5.0,595,0,7.0,16300000,1,,36.4,1.0
,1.0,2.8991078182148438,CAD,5,6.2,48.0,3.0,596,0,8.0,16300000,3,1.0,60.0,1.0
,1.0,1.225966028092427,CAD,5,15.0,16.0,4.0,597,0,5.0,16300000,1,,40.0,1.0
0.0,1.0,3.191673685902122,CAD,4,,0.0,5.0,598,1,6.0,16313369,1,,45.5,1.0
0.0,1.0,3.191673685902122,CAD,2,,0.0,5.0,599,1,6.0,16394513,1,,45.7,1.0
0.0,1.0,3.191673685902122,CAD,6,,0.0,5.0,600,1,7.0,16416367,1,,37.8,1.0
1.0,1.0,3.9931098777130294,CAD,8,13.1,19.1,5.0,601,1,13.0,16448565,1,,52.0,1.0
1.0,1.0,4.02795192394314,CAD,8,,0.0,9.0,602,1,13.0,16448565,1,,52.0,1.0
,,3.224821743990725,CAD,2,,0.0,8.0,603,1,7.0,16465925,2,,48.2,1.0
,1.0,2.1108671259987504,CAD,8,5.0,39.0,2.0,604,0,10.0,16500000,2,,59.0,1.0
1.0,0.0,4.758558823903895,CAD,6,9.0,20.0,8.0,605,0,9.0,16500000,1,1.0,37.0,1.0
0.0,0.0,3.9990125204229927,CAD,3,10.0,51.0,3.0,606,0,12.0,16500000,3,0.0,70.0,1.0
1.0,0.0,3.9990125204229927,CAD,3,12.0,50.0,4.0,607,0,12.0,16500000,3,1.0,70.0,1.0
0.0,1.0,1.093769757673568,CAD,2,,36.0,3.0,608,0,9.0,16500000,1,0.0,42.0,1.0
2.0,1.0,3.6962412716099426,CAD,5,7.6,75.0,9.0,609,0,5.0,16500000,4,1.0,105.0,1.0
0.0,0.0,3.9990125204229927,CAD,3,10.0,51.0,3.0,610,0,12.0,16500000,3,0.0,70.0,1.0
1.0,0.0,3.9990125204229927,CAD,3,8.0,48.0,5.0,611,0,12.0,16500000,3,1.0,70.0,1.0
,0.0,3.7280184809925974,CAD,3,12.0,37.4,5.0,612,0,8.0,16500000,2,1.0,62.2,1.0
1.0,,3.347709960781447,CAD,9,10.0,30.0,5.0,613,0,10.0,16500000,2,,55.0,1.0
1.0,0.0,2.4119691223602397,CAD,7,10.0,20.0,3.0,614,0,14.0,16500000,1,1.0,36.0,1.0
1.0,,3.1865981008285647,CAD,3,8.8,37.0,12.0,615,0,6.0,16500000,2,1.0,61.0,1.0
1.0,,0.8227255962380755,CAD,6,16.0,105.0,8.0,616,0,6.0,219396101,5,1.0,210.0,1.0
2.0,1.0,4.1126587283076725,CAD,5,8.9,50.9,5.0,617,0,5.0,13700000,3,1.0,75.5,1.0
1.0,1.0,1.6444410783892194,CAD,2,15.0,79.6,3.0,618,0,6.0,45000000,4,1.0,129.6,0.0
,1.0,4.060755485340341,CAD,2,,0.0,5.0,619,0,5.0,16550900,2,,59.3,1.0
0.0,1.0,4.129126550773845,CAD,2,,59.3,7.0,620,0,5.0,16550900,2,0.0,59.3,1.0
,1.0,2.221385087329601,CAD,5,8.0,34.0,10.0,621,1,8.0,16600000,1,,41.5,1.0
,1.0,1.8427883036663104,CAD,3,6.0,30.0,5.0,622,0,5.0,16700000,3,1.0,50.0,1.0
,1.0,1.8427883036663104,CAD,3,6.0,30.0,5.0,623,0,5.0,16700000,2,1.0,50.0,1.0
1.0,0.0,3.9990125204229927,CAD,5,11.0,46.0,7.0,624,0,12.0,16700000,3,1.0,70.0,1.0
,,1.8285659990108507,CAD,18,7.0,35.0,10.0,625,0,22.0,16800000,2,1.0,52.0,1.0
1.0,0.0,4.8976175554321415,CAD,10,11.0,55.7,5.0,626,0,10.0,16800000,3,1.0,84.0,1.0
1.0,1.0,2.582457347859262,CAD,4,8.0,29.0,5.0,627,0,14.0,16800000,2,1.0,52.0,1.0
0.0,1.0,3.191673685902122,CAD,4,,0.0,5.0,628,1,7.0,16812514,1,,42.1,1.0
,1.0,2.221385087329601,CAD,2,8.0,34.5,10.0,629,1,8.0,16840000,1,,42.1,1.0
1.0,,1.8586047333519546,CAD,14,7.0,23.0,5.0,630,0,17.0,16899000,2,,40.0,1.0
1.0,0.0,2.6550604864440897,CAD,4,16.0,20.0,15.0,631,0,9.0,16900000,2,1.0,40.0,1.0
1.0,,3.919881237416631,CAD,4,32.0,10.0,4.0,632,0,17.0,16900000,2,1.0,55.0,1.0
1.0,1.0,1.7297487136118312,CAD,4,5.0,27.0,10.0,633,0,8.0,16900000,2,1.0,41.0,1.0
1.0,0.0,3.354263391370555,CAD,5,6.0,39.5,5.0,634,0,10.0,16900000,3,1.0,60.0,1.0
,1.0,2.221385087329601,CAD,5,,30.0,8.0,635,1,9.0,16920000,1,,42.3,1.0
1.0,1.0,4.119222462328315,CAD,3,,68.0,7.0,636,0,5.0,16945600,2,0.0,68.0,1.0
,1.0,4.060755485340341,CAD,3,,0.0,5.0,637,0,5.0,16945600,3,,68.0,1.0
,1.0,4.060755485340341,CAD,3,,0.0,5.0,638,0,5.0,16945600,2,,68.0,1.0
1.0,1.0,3.644529341079017,CAD,5,8.0,45.0,5.0,639,0,5.0,17000000,3,1.0,66.0,1.0
1.0,1.0,3.644529341079017,CAD,5,7.0,50.0,6.0,640,0,5.0,17000000,3,,65.0,1.0
,1.0,3.4910332684737857,CAD,1,6.0,36.0,7.0,641,0,6.0,17000000,2,,58.0,1.0
1.0,,4.543545513661775,CAD,4,,45.0,5.0,642,0,15.0,17000000,2,,54.0,1.0
1.0,1.0,2.336115273626707,CAD,5,10.0,31.0,9.0,643,0,5.0,17000000,2,1.0,52.0,1.0
1.0,1.0,3.096401802990596,CAD,3,18.0,100.6,10.0,644,0,7.0,106000000,4,0.0,179.6,1.0
0.0,1.0,2.3328683366375356,CAD,2,,74.3,10.0,645,0,13.0,31206000,1,1.0,74.3,0.0
1.0,1.0,3.6166969692378435,CAD,5,,0.0,5.0,646,1,13.0,24623000,2,,65.7,1.0
1.0,,2.054620096775165,CAD,3,9.0,35.0,5.0,647,0,7.0,17000000,2,,58.3,1.0
1.0,0.0,4.434132450156237,CAD,8,9.0,33.0,7.0,648,0,9.0,17000000,2,1.0,55.0,1.0
1.0,1.0,4.060755485340341,CAD,7,10.0,48.0,5.0,649,0,8.0,17000000,2,0.0,72.0,1.0
1.0,,3.284522094845261,CAD,6,7.0,32.0,8.0,650,0,8.0,17000000,2,1.0,46.8,1.0
,0.0,2.5400280658675705,CAD,1,9.2,35.5,7.0,651,0,9.0,17000000,2,1.0,57.0,1.0
0.0,0.0,2.434049549095437,CAD,2,10.0,44.5,2.0,652,0,7.0,17000000,3,1.0,65.0,1.0
0.0,1.0,3.191673685902122,CAD,6,,0.0,5.0,653,1,7.0,17075972,1,,39.4,1.0
0.0,1.0,3.191673685902122,CAD,7,,0.0,5.0,654,1,7.0,17091393,1,,46.1,1.0
1.0,1.0,2.125209946142426,CAD,7,17.0,41.0,5.0,655,0,7.0,17100000,3,0.0,62.5,1.0
1.0,0.0,2.1394117383447058,CAD,7,17.0,41.0,8.0,656,0,7.0,17100000,3,1.0,62.5,1.0
0.0,1.0,3.191673685902122,CAD,6,,0.0,5.0,657,1,7.0,17106349,1,,39.4,1.0
0.0,1.0,3.191673685902122,CAD,5,,0.0,5.0,658,1,7.0,17117769,1,,42.0,1.0
,1.0,3.7284010046966727,CAD,4,,50.0,7.0,659,1,44.0,17139500,3,,84.0,1.0
0.0,1.0,3.191673685902122,CAD,2,,0.0,5.0,660,1,7.0,17174697,1,,43.1,1.0
,1.0,3.28557117007539,CAD,2,,23.0,8.0,661,0,7.0,17174696,1,,43.1,1.0
,0.0,5.072743530017437,CAD,1,8.0,52.0,1.0,662,0,8.0,17200000,3,1.0,80.0,1.0
,0.0,5.072743530017437,CAD,1,8.0,52.0,5.0,663,0,8.0,17200000,3,1.0,80.0,1.0
0.0,1.0,3.241624848505931,CAD,5,6.0,36.0,10.0,664,0,5.0,17200000,2,1.0,60.0,1.0
,1.0,2.531132091721027,CAD,3,10.0,25.0,12.0,665,0,8.0,17320000,1,,43.3,1.0
1.0,1.0,4.02795192394314,CAD,5,12.8,50.2,5.0,666,1,13.0,17334254,1,,50.2,0.0
,1.0,2.221385087329601,CAD,3,8.0,35.6,10.0,667,1,8.0,17360000,1,,43.4,1.0
,1.0,2.565006480163186,CAD,6,,34.0,12.0,668,0,8.0,17360000,1,,43.4,1.0
0.0,0.0,1.4360753890657239,CAD,6,,0.0,4.0,669,0,6.0,17385000,1,1.0,31.0,1.0
,,1.4360753890657239,CAD,6,15.0,25.5,4.0,670,0,6.0,17385000,2,,40.5,1.0
,1.0,1.4360753890657239,CAD,6,8.0,17.0,4.0,671,0,6.0,17385000,1,0.0,30.5,1.0
1.0,1.0,1.8708962889402876,CAD,6,10.0,132.0,9.0,672,0,7.0,135482684,5,1.0,247.0,1.0
0.0,1.0,2.3328683366375356,CAD,3,,92.1,15.0,673,0,13.0,46050000,2,1.0,92.1,0.0
,,3.072420921899934,CAD,7,,0.0,9.0,674,0,7.0,225912050,5,,267.7,1.0
,,1.4360753890657239,CAD,6,,30.5,5.0,675,0,6.0,17385000,1,0.0,30.5,1.0
0.0,1.0,1.4360753890657239,CAD,6,,30.5,2.0,676,0,6.0,17385000,1,0.0,30.5,1.0
2.0,1.0,1.4360753890657239,CAD,6,,41.0,4.0,677,0,6.0,17385000,1,0.0,41.0,1.0
,,1.4360753890657239,CAD,6,,0.0,4.0,678,0,6.0,17385000,1,,30.5,1.0
0.0,1.0,1.4360753890657239,CAD,6,10.0,25.0,5.0,679,0,6.0,17385000,1,,30.5,1.0
,1.0,2.8406728979891858,CAD,2,7.0,37.0,5.0,680,0,7.0,17400000,2,,56.0,1.0
2.0,1.0,4.729817183363904,CAD,7,10.0,44.0,5.0,681,0,12.0,17400000,3,1.0,68.0,1.0
0.0,1.0,3.191673685902122,CAD,5,,0.0,5.0,682,1,6.0,17413920,2,,48.0,1.0
,0.0,3.060532767491157,CAD,10,,44.0,7.0,683,0,10.0,17440000,2,1.0,50.0,1.0
0.0,1.0,4.119222462328315,CAD,2,,60.9,7.0,684,0,5.0,17472210,2,0.0,60.9,1.0
,1.0,4.060755485340341,CAD,2,,0.0,5.0,685,0,5.0,17472210,2,,61.0,1.0
0.0,1.0,4.289250412504936,CAD,11,,0.0,13.0,686,1,21.0,17491610,1,,45.7,1.0
1.0,1.0,2.565006480163186,CAD,7,10.0,20.0,12.0,687,0,8.0,17500000,2,1.0,45.0,1.0
1.0,1.0,3.579077401329127,CAD,4,8.0,35.1,4.0,688,0,5.0,17500000,2,1.0,58.0,1.0
1.0,1.0,1.8840969066782451,CAD,6,10.0,20.0,10.0,689,0,11.0,17500000,1,1.0,48.8,0.0
1.0,1.0,2.907561549499612,CAD,8,6.0,30.0,5.0,690,0,9.0,17500000,2,1.0,48.0,1.0
,0.0,1.9933704293448546,CAD,2,11.0,53.0,5.0,691,0,7.0,17500000,3,1.0,76.5,1.0
,1.0,4.1537821567309186,CAD,7,6.0,40.0,2.0,692,0,14.0,17500000,2,,69.2,1.0
0.0,1.0,3.7664660827327947,CAD,2,19.0,50.0,7.0,693,0,5.0,17500000,3,0.0,76.0,0.0
2.0,0.0,6.004338483436927,CAD,5,,55.0,10.0,694,0,16.0,17500000,3,1.0,73.0,0.0
1.0,1.0,3.347709960781447,CAD,6,9.0,35.0,5.0,695,0,10.0,17500000,2,,56.0,1.0
,1.0,4.060755485340341,CAD,5,,0.0,5.0,696,0,5.0,17537750,2,,65.0,1.0
0.0,1.0,3.191673685902122,CAD,6,,0.0,5.0,697,1,6.0,17540959,1,,45.6,1.0
1.0,1.0,4.060755485340341,CAD,7,,52.2,7.0,698,0,10.0,17591000,1,0.0,52.2,1.0
0.0,1.0,4.094604567361659,CAD,7,,52.2,3.0,699,0,10.0,17591400,2,0.0,52.2,1.0
1.0,1.0,4.2082683900267455,CAD,7,14.0,110.0,6.0,700,0,11.0,107000000,4,,160.0,1.0
0.0,1.0,3.5252324652152858,CAD,4,,0.0,6.0,701,0,12.0,76810097,4,1.0,152.2,1.0
1.0,1.0,2.9367704422758423,CAD,6,16.0,86.9,5.0,702,0,13.0,85000000,3,0.0,138.0,1.0
2.0,,2.229934431327402,CAD,6,6.0,33.0,9.0,703,0,14.0,17600000,2,1.0,53.0,1.0
2.0,0.0,4.006143438830343,CAD,3,14.0,34.0,5.0,704,0,17.0,17600000,2,0.0,60.0,0.0
,1.0,3.1967777635367467,CAD,3,7.0,52.0,5.0,705,0,6.0,17600000,3,1.0,63.0,1.0
,,3.4525835887261715,CAD,5,,0.0,1.0,706,0,8.0,17641000,2,0.0,72.0,1.0
,1.0,4.109287619061624,CAD,3,10.0,51.0,,707,0,6.0,17650000,3,,73.0,
,1.0,3.1188037187400033,CAD,2,22.0,30.0,7.0,708,0,2.0,17700000,2,1.0,60.0,1.0
1.0,1.0,3.347709960781447,CAD,8,,55.0,,709,0,12.0,17700000,2,0.0,57.0,
1.0,,3.418428722589038,CAD,6,6.0,38.1,9.0,710,0,9.0,17800000,2,0.0,57.1,1.0
0.0,1.0,4.060755485340341,CAD,3,,54.0,7.0,711,0,6.0,17839800,3,,68.0,1.0
,1.0,4.060755485340341,CAD,2,11.0,46.4,5.0,712,1,9.0,17854200,2,,65.4,1.0
1.0,1.0,3.9920768493890355,CAD,11,11.7,50.3,5.0,713,1,13.0,17895533,1,,50.3,0.0
1.0,0.0,2.9201365618860713,CAD,2,9.0,40.0,3.0,714,0,5.0,17900000,2,1.0,64.0,1.0
1.0,,2.9201365618860713,CAD,2,9.0,40.0,3.0,715,0,5.0,17900000,2,1.0,65.0,1.0
,0.0,4.192664849201863,CAD,3,10.0,66.0,12.0,716,0,6.0,17950000,4,1.0,91.5,1.0
1.0,1.0,2.796721768774021,CAD,8,11.0,30.0,12.0,717,0,9.0,17960000,2,1.0,51.0,1.0
1.0,1.0,3.284794468657385,CAD,11,8.6,30.6,7.0,718,0,12.0,17990000,2,0.0,60.9,1.0
1.0,,2.908279721175972,CAD,3,,45.0,9.0,719,0,14.0,17990000,3,1.0,74.0,1.0
,1.0,1.7999996702013827,CAD,3,9.1,34.1,4.0,720,0,4.0,17990000,2,1.0,62.1,1.0
,,2.054620096775165,CAD,7,8.0,32.0,6.0,721,0,7.0,18000000,2,0.0,54.0,1.0
0.0,1.0,3.5280706382898908,CAD,1,6.0,41.0,5.0,722,0,6.0,18000000,3,1.0,61.0,1.0
1.0,1.0,3.351872017056487,CAD,9,11.7,31.5,10.0,723,0,16.0,18000000,2,1.0,54.0,1.0
,1.0,4.1113564260432875,CAD,3,5.0,42.9,5.0,724,0,4.0,18000000,2,0.0,63.8,1.0
1.0,1.0,3.9426353229099242,CAD,6,,31.0,2.0,725,0,9.0,18000000,2,1.0,50.0,1.0
1.0,1.0,3.611201346421793,CAD,5,,39.0,5.0,726,0,5.0,18000000,3,,52.2,1.0
1.0,1.0,3.611201346421793,CAD,5,,35.0,5.0,727,0,5.0,18000000,2,,52.2,1.0
1.0,1.0,4.273939458162932,CAD,7,12.2,26.6,5.0,728,1,13.0,29634768,1,,68.1,1.0
2.0,1.0,1.419474804745054,CAD,8,44.0,270.0,3.0,729,0,8.0,742282450,mult,1.0,493.0,1.0
1.0,,2.3129672472753535,CAD,11,,231.0,15.0,730,0,12.0,186732446,mult,1.0,289.3,1.0
,1.0,2.6982594996029876,CAD,5,6.0,18.0,13.0,731,0,9.0,18000000,1,,39.0,1.0
0.0,1.0,2.6982594996029876,CAD,5,6.0,18.0,8.0,732,0,9.0,18000000,1,1.0,39.0,1.0
1.0,0.0,3.9364781518472345,CAD,5,8.1,42.8,10.0,733,0,7.0,18000000,2,0.0,69.0,1.0
1.0,1.0,2.010491212885774,CAD,2,8.1,34.8,15.0,734,0,5.0,18000000,2,1.0,58.5,1.0
2.0,0.0,4.758558823903895,CAD,7,8.0,33.0,8.0,735,0,11.0,18000000,2,1.0,55.0,1.0
,1.0,3.039714951047658,CAD,2,5.7,47.0,10.0,736,0,4.0,18000000,3,1.0,62.0,1.0
